date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2024-03-26,2024,Cache County Council Council Meeting,Council,3,close the public hearing,,Motion passes.,Nolan Gunnell,Karl Ward,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,3,close the public hearing,,Motion passes.,Nolan Gunnell,Karl Ward,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,3,close the public hearing,,Motion passes.,Nolan Gunnell,Karl Ward,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,3,close the public hearing,,Motion passes.,Nolan Gunnell,Karl Ward,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,3,close the public hearing,,Motion passes.,Nolan Gunnell,Karl Ward,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,4,close the public hearing,,Motion passes.,Kathryn Beus,Sandy Goodlander,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,5,close public hearing,,Motion passes.,Nolan Gunnell,Kathryn Beus,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,6,"approve Resolution 2024-05 amending Section VIII.AA of the County Personnel Policy and Procedure Manual Regarding Domestic Violence, Sexual Misconduct and Stalking; seconded by Councilmember Sandy Goodlander. 1:26:38",,Motion passes.,Karl Ward,,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,7,waive the rules and approve Ordinance 2024-03,,Motion passes.,Sandy Goodlander,Kathryn Beus,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,8,Motion made by Councilmember Kathyrn Beus for amendments; for $3000 to conduct the business climate,,Motion passes.,,,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,9,suspend the rules and approve Ordinance 2024-07,,Motion passes.,Karl Ward,Barbara Tidwell,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,10,amend main motion and approve budget excluding 37 until next budget opening. Seconded by Councilmember Barbara Tidwell 2:06:55,,Motion passes.,Nolan Gunnel,,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,David Erickson,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,Barbara Tidwell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,Kathryn Beus,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,Nolan Gunnell,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,Sandi Goodlander,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,Karl Ward,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-03-26,2024,Cache County Council Council Meeting,Council,11,approve Ordinance/Resolution,,Motion passes.,Erickson,Sandi Goodlander,Mark Hurd,Aye,legislative/minutes/2024/2024-03-26_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,1,approve the agenda,,Motion passes.,Nolan Gunnell,Karl Ward,David Erickson,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,1,approve the agenda,,Motion passes.,Nolan Gunnell,Karl Ward,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,1,approve the agenda,,Motion passes.,Nolan Gunnell,Karl Ward,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,1,approve the agenda,,Motion passes.,Nolan Gunnell,Karl Ward,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,1,approve the agenda,,Motion passes.,Nolan Gunnell,Karl Ward,Karl Ward,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,2,"approve the minutes for March 26, 2024",,Motion passes.,Karl Ward,Sandi Goodlander,David Erickson,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,2,"approve the minutes for March 26, 2024",,Motion passes.,Karl Ward,Sandi Goodlander,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,2,"approve the minutes for March 26, 2024",,Motion passes.,Karl Ward,Sandi Goodlander,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,2,"approve the minutes for March 26, 2024",,Motion passes.,Karl Ward,Sandi Goodlander,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,2,"approve the minutes for March 26, 2024",,Motion passes.,Karl Ward,Sandi Goodlander,Karl Ward,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,3,"approve the minutes for the Board of Canvassers on March 18, 2024",,Motion passes.,Sandi Goodlander,Nolan Gunnell,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,3,"approve the minutes for the Board of Canvassers on March 18, 2024",,Motion passes.,Sandi Goodlander,Nolan Gunnell,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,3,"approve the minutes for the Board of Canvassers on March 18, 2024",,Motion passes.,Sandi Goodlander,Nolan Gunnell,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,3,"approve the minutes for the Board of Canvassers on March 18, 2024",,Motion passes.,Sandi Goodlander,Nolan Gunnell,Karl Ward,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,3,"approve the minutes for the Board of Canvassers on March 18, 2024",,Motion passes.,Sandi Goodlander,Nolan Gunnell,David Erickson,Abstain,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,4,"approve the request to move $12,700 from various categories to help compensate the Victim Advocates for call out during Covid",,Motion passes.,Nolan Gunnell,Kathryn Beus,David Erickson,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,4,"approve the request to move $12,700 from various categories to help compensate the Victim Advocates for call out during Covid",,Motion passes.,Nolan Gunnell,Kathryn Beus,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,4,"approve the request to move $12,700 from various categories to help compensate the Victim Advocates for call out during Covid",,Motion passes.,Nolan Gunnell,Kathryn Beus,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,4,"approve the request to move $12,700 from various categories to help compensate the Victim Advocates for call out during Covid",,Motion passes.,Nolan Gunnell,Kathryn Beus,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,4,"approve the request to move $12,700 from various categories to help compensate the Victim Advocates for call out during Covid",,Motion passes.,Nolan Gunnell,Kathryn Beus,Karl Ward,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,5,suspend the rules and approve Resolution 2024-08; seconded by Councilmember Nolan Gunnell. 33:07,,Motion passes.,Kathryn Beus,,David Erickson,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,5,suspend the rules and approve Resolution 2024-08; seconded by Councilmember Nolan Gunnell. 33:07,,Motion passes.,Kathryn Beus,,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,5,suspend the rules and approve Resolution 2024-08; seconded by Councilmember Nolan Gunnell. 33:07,,Motion passes.,Kathryn Beus,,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,5,suspend the rules and approve Resolution 2024-08; seconded by Councilmember Nolan Gunnell. 33:07,,Motion passes.,Kathryn Beus,,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-09,2024,Cache County Council Council Meeting,Council,5,suspend the rules and approve Resolution 2024-08; seconded by Councilmember Nolan Gunnell. 33:07,,Motion passes.,Kathryn Beus,,Karl Ward,Aye,legislative/minutes/2024/2024-04-09_council.md,wayback_minutes
2024-04-16,2024,Cache County Council Council Meeting,Council,1,accept Bryson Behm for Cache County Clerk/Auditor,,Motion passes.,Nolan Gunnel,Kathryn Bues,David Erickson,Aye,legislative/minutes/2024/2024-04-16_council.md,wayback_minutes
2024-04-16,2024,Cache County Council Council Meeting,Council,1,accept Bryson Behm for Cache County Clerk/Auditor,,Motion passes.,Nolan Gunnel,Kathryn Bues,Barbara Tidwell,Aye,legislative/minutes/2024/2024-04-16_council.md,wayback_minutes
2024-04-16,2024,Cache County Council Council Meeting,Council,1,accept Bryson Behm for Cache County Clerk/Auditor,,Motion passes.,Nolan Gunnel,Kathryn Bues,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-16_council.md,wayback_minutes
2024-04-16,2024,Cache County Council Council Meeting,Council,1,accept Bryson Behm for Cache County Clerk/Auditor,,Motion passes.,Nolan Gunnel,Kathryn Bues,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-16_council.md,wayback_minutes
2024-04-16,2024,Cache County Council Council Meeting,Council,1,accept Bryson Behm for Cache County Clerk/Auditor,,Motion passes.,Nolan Gunnel,Kathryn Bues,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-16_council.md,wayback_minutes
2024-04-16,2024,Cache County Council Council Meeting,Council,1,accept Bryson Behm for Cache County Clerk/Auditor,,Motion passes.,Nolan Gunnel,Kathryn Bues,Karl Ward,Aye,legislative/minutes/2024/2024-04-16_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,David Erickson,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,Barbara Tidwell,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,Karl Ward,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,1,approve the amended agenda with 6B added,,Motion passes.,Nolan Gunnell,Sandi Goodlander,Mark Hurd,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,David Erickson,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,Karl Ward,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,Mark Hurd,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,2,approve the minutes dated April 9 and April 16,,Motion passes.,Kathryn Beus,Sandi Goodlander,Barbara Tidwell,Abstain,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,David Erickson,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,Barbara Tidwell,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,Nolan Gunnell,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,Sandi Goodlander,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,Karl Ward,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,3,enter into the Board of Equalization,,Motion passes.,Karl Ward,Nolan Gunnell,Mark Hurd,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,4,accept the 5 charitable/medical tax exemptions,,Motion passes.,Sandi Goodlander,Mark Hurd,David Erickson,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,4,accept the 5 charitable/medical tax exemptions,,Motion passes.,Sandi Goodlander,Mark Hurd,Barbara Tidwell,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
2024-04-23,2024,Cache County Council Council Meeting,Council,4,accept the 5 charitable/medical tax exemptions,,Motion passes.,Sandi Goodlander,Mark Hurd,Kathryn Beus,Aye,legislative/minutes/2024/2024-04-23_council.md,wayback_minutes
