year,election_date,election_type,source_file,sheet,family,contest,county_office,district,kind,n_candidates,n_precincts,n_rows,total_votes,retained
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,32,D,STATE REPRESENTATIVE DISTRICT #41,,,,3,30,90,17898,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,33,D,STATE REPRESENTATIVE DISTRICT #42,,,,2,27,54,14526,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,34,D,STATE REPRESENTATIVE DISTRICT #43,,,,3,22,66,11830,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,35,D,STATE REPRESENTATIVE DISTRICT #44,,,,2,33,66,15052,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,36,D,STATE REPRESENTATIVE DISTRICT #45,,,,1,37,37,10276,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,37,D,STATE REPRESENTATIVE DISTRICT #46,,,,3,39,117,18642,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,38,D,STATE REPRESENTATIVE DISTRICT #47,,,,2,29,58,12447,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,39,D,STATE REPRESENTATIVE DISTRICT #49,,,,3,41,123,18773,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,40,D,STATE REPRESENTATIVE DISTRICT #50,,,,2,34,68,20576,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,41,D,STATE REPRESENTATIVE DISTRICT #51,,,,2,19,38,14283,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,42,D,STATE REPRESENTATIVE DISTRICT #52,,,,2,33,66,19010,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,13,D,STATE SENATE DISTRICT #11,,,,2,61,122,38638,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,14,D,STATE SENATE DISTRICT #12,,,,3,37,111,16812,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,7,D,STATE SENATE DISTRICT #2,,,,4,65,260,43082,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,8,D,STATE SENATE DISTRICT #3,,,,2,68,136,31928,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,9,D,STATE SENATE DISTRICT #4,,,,2,85,170,51651,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,10,D,STATE SENATE DISTRICT #5,,,,2,57,114,24943,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,11,D,STATE SENATE DISTRICT #8,,,,3,93,279,41602,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,12,D,STATE SENATE DISTRICT #9,,,,4,99,396,39204,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,2,D,STRAIGHT PARTY,,,,7,782,5474,127110,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,85,D,TUPAKK A.G. RENTERIA,,,,2,782,1564,324418,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,4,D,U.S. REPRESENTATIVE DISTRICT #2,,,,3,171,513,95369,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,5,D,U.S. REPRESENTATIVE DISTRICT #3,,,,4,172,688,85778,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,6,D,U.S. REPRESENTATIVE DISTRICT #4,,,,4,439,1756,230718,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,3,D,U.S. SENATE,,,,13,782,10166,416238,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,82,D,WILLIAM K. KENDALL,,,,2,782,1564,323012,no
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,52,D,AUDITOR,Auditor,,office,2,782,1564,390964,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,53,D,CLERK,Clerk,,office,2,782,1564,400525,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,47,D,COUNTY COUNCIL DISTRICT #1,Council,1,office,1,105,105,48694,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,48,D,COUNTY COUNCIL DISTRICT #3,Council,3,office,2,122,244,54083,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,49,D,COUNTY COUNCIL DISTRICT #4,Council,4,office,3,151,453,84775,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,50,D,COUNTY COUNCIL DISTRICT #5,Council,5,office,2,129,258,68378,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,46,D,COUNTY COUNCIL AT LARGE C,Council,At-Large C,office,4,782,3128,396891,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,51,D,DISTRICT ATTORNEY,District Attorney,,office,2,782,1564,406869,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,54,D,RECORDER,Recorder,,office,2,782,1564,388492,yes
2018,2018-11-06,general,2018-11-06-general-election-sovc.xlsx,55,D,SHERIFF,Sheriff,,office,2,782,1564,402934,yes
2020,2020-03-03,presidential primary,2020-03-03-presidential-primary-sovc.xls,2,D,PRESIDENT OF THE UNITED STATES (DEM),,,,15,792,11880,125111,no
2020,2020-03-03,presidential primary,2020-03-03-presidential-primary-sovc.xls,3,D,PRESIDENT OF THE UNITED STATES (REP),,,,6,792,4752,89896,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,3,D,GOVERNOR (REP),,,,4,792,3168,163163,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,14,D,GRANITE SCHOOL BOARD DISTRICT #1,,,,4,57,228,19061,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,15,D,GRANITE SCHOOL BOARD DISTRICT #2,,,,3,40,120,10198,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,16,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #1,,,,5,13,65,3008,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,4,D,STATE ATTORNEY GENERAL (REP),,,,2,792,1584,156945,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,10,D,STATE BOARD OF EDUCATION DISTRICT #10 (REP),,,,2,170,340,32842,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,7,D,STATE REPRESENTATIVE DISTRICT #33 (DEM),,,,2,19,38,1041,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,8,D,STATE REPRESENTATIVE DISTRICT #42 (REP),,,,2,29,58,6982,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,9,D,STATE REPRESENTATIVE DISTRICT #47 (REP),,,,2,29,58,5162,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,6,D,STATE SENATE DISTRICT #10 (REP),,,,2,88,176,22602,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,5,D,STATE SENATE DISTRICT #6 (REP),,,,2,67,134,13678,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,2,D,U.S. REPRESENTATIVE DISTRICT #4 (REP),,,,4,449,1796,89587,no
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,11,D,COUNTY COUNCIL DISTRICT #2 (REP),Council,2,office,2,120,240,21145,yes
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,13,D,COUNTY COUNCIL DISTRICT #6 (DEM),Council,6,office,2,157,314,7825,yes
2020,2020-06-30,primary,2020-06-30-primary-sovc.xls,12,D,COUNTY COUNCIL DISTRICT #6 (REP),Council,6,office,2,157,314,30435,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,84,D,ANDREW H. STONE,,,,2,792,1584,435681,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,7,D,ATTORNEY GENERAL,,,,3,792,2376,523349,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,91,D,AUGUSTUS G. CHIN,,,,2,64,128,31938,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,58,D,CANYONS SCHOOL BOARD DISTRICT #1,,,,1,24,24,10644,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,59,D,CANYONS SCHOOL BOARD DISTRICT #3,,,,1,37,37,14088,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,60,D,CANYONS SCHOOL BOARD DISTRICT #7,,,,1,16,16,12603,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,94,D,CONSTITUTIONAL AMENDMENT A,,,,2,792,1584,520314,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,95,D,CONSTITUTIONAL AMENDMENT B,,,,2,792,1584,501997,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,96,D,CONSTITUTIONAL AMENDMENT C,,,,2,792,1584,514385,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,97,D,CONSTITUTIONAL AMENDMENT D,,,,2,792,1584,487266,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,98,D,CONSTITUTIONAL AMENDMENT E,,,,2,792,1584,511000,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,99,D,CONSTITUTIONAL AMENDMENT F,,,,2,792,1584,484136,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,100,D,CONSTITUTIONAL AMENDMENT G,,,,2,792,1584,513074,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,78,D,DAVID N. MORTENSEN,,,,2,792,1584,439806,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,80,D,DIANA HAGEN,,,,2,792,1584,441594,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,86,D,ELIZABETH A. HRUBY-MILLS,,,,2,792,1584,435656,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,92,D,GEORGE FREDERICK VO-DUC,,,,2,22,44,11317,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,6,D,GOVERNOR,,,,9,792,7128,533343,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,61,D,GRANITE SCHOOL BOARD DISTRICT #1,,,,2,57,114,32341,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,62,D,GRANITE SCHOOL BOARD DISTRICT #2,,,,2,40,80,21539,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,63,D,GRANITE SCHOOL BOARD DISTRICT #4,,,,1,40,40,18227,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,76,D,GREGORY KEITH ORME,,,,2,792,1584,442461,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,75,D,JILL M. POHLMAN,,,,2,792,1584,445577,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,74,D,JOHN A. PEARCE,,,,2,792,1584,447133,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,64,D,JORDAN SCHOOL BOARD DISTRICT #1,,,,2,37,74,24226,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,65,D,JORDAN SCHOOL BOARD DISTRICT #4,,,,1,29,29,14920,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,66,D,JORDAN SCHOOL BOARD DISTRICT #5,,,,1,25,25,16328,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,67,D,JORDAN SCHOOL BOARD DISTRICT #6,,,,1,25,25,14301,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,81,D,KEITH A. KELLY,,,,2,792,1584,440465,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,85,D,KENT R. HOLMBERG,,,,2,792,1584,433489,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,82,D,MATTHEW D. BATES,,,,2,792,1584,439961,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,93,D,MICHAEL P. BOEHM,,,,2,49,98,33784,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,77,D,MICHELE M. CHRISTIANSEN FORSTER,,,,2,792,1584,443618,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,68,D,MURRAY SCHOOL BOARD DISTRICT #1,,,,1,8,8,3131,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,69,D,MURRAY SCHOOL BOARD DISTRICT #5,,,,1,7,7,3188,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,89,D,PAUL C. FARR - ALTA,,,,2,792,1584,432111,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,90,D,PAUL C. FARR - HERRIMAN,,,,2,792,1584,431811,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,2,D,PRESIDENT OF THE UNITED STATES,,,,16,792,12672,546581,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,79,D,RYAN M. HARRIS,,,,2,792,1584,438368,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,70,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #1,,,,1,13,13,4401,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,71,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #2,,,,2,8,16,5352,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,72,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #5,,,,2,19,38,12206,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,73,D,SALT LAKE CITY SCHOOL BOARD DISTRICT #7,,,,1,23,23,11780,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,8,D,STATE AUDITOR,,,,3,792,2376,469938,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,47,D,STATE BOARD OF EDUCATION DISTRICT #10,,,,1,170,170,81974,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,48,D,STATE BOARD OF EDUCATION DISTRICT #11,,,,2,156,312,112057,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,44,D,STATE BOARD OF EDUCATION DISTRICT #3,,,,2,68,136,37307,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,45,D,STATE BOARD OF EDUCATION DISTRICT #7,,,,1,111,111,68400,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,46,D,STATE BOARD OF EDUCATION DISTRICT #8,,,,1,154,154,72201,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,16,D,STATE REPRESENTATIVE DISTRICT #22,,,,2,23,46,14212,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,17,D,STATE REPRESENTATIVE DISTRICT #23,,,,2,17,34,10704,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,18,D,STATE REPRESENTATIVE DISTRICT #24,,,,1,28,28,18119,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,19,D,STATE REPRESENTATIVE DISTRICT #25,,,,3,27,81,19909,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,20,D,STATE REPRESENTATIVE DISTRICT #26,,,,1,20,20,10824,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,21,D,STATE REPRESENTATIVE DISTRICT #28,,,,2,31,62,21071,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,22,D,STATE REPRESENTATIVE DISTRICT #30,,,,2,22,44,13054,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,23,D,STATE REPRESENTATIVE DISTRICT #31,,,,2,19,38,11060,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,24,D,STATE REPRESENTATIVE DISTRICT #32,,,,2,29,58,20706,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,25,D,STATE REPRESENTATIVE DISTRICT #33,,,,2,19,38,10650,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,26,D,STATE REPRESENTATIVE DISTRICT #34,,,,2,30,60,15016,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,27,D,STATE REPRESENTATIVE DISTRICT #35,,,,3,24,72,14560,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,28,D,STATE REPRESENTATIVE DISTRICT #36,,,,3,37,111,24036,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,29,D,STATE REPRESENTATIVE DISTRICT #37,,,,2,37,74,21325,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,30,D,STATE REPRESENTATIVE DISTRICT #38,,,,2,25,50,11890,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,31,D,STATE REPRESENTATIVE DISTRICT #39,,,,2,24,48,15588,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,32,D,STATE REPRESENTATIVE DISTRICT #40,,,,4,28,112,19135,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,33,D,STATE REPRESENTATIVE DISTRICT #41,,,,3,31,93,24946,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,34,D,STATE REPRESENTATIVE DISTRICT #42,,,,3,29,87,23938,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,35,D,STATE REPRESENTATIVE DISTRICT #43,,,,3,22,66,15256,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,36,D,STATE REPRESENTATIVE DISTRICT #44,,,,3,33,99,18577,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,37,D,STATE REPRESENTATIVE DISTRICT #45,,,,2,36,72,19419,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,38,D,STATE REPRESENTATIVE DISTRICT #46,,,,3,39,117,22021,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,39,D,STATE REPRESENTATIVE DISTRICT #47,,,,2,29,58,16152,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,40,D,STATE REPRESENTATIVE DISTRICT #49,,,,2,41,82,22428,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,41,D,STATE REPRESENTATIVE DISTRICT #50,,,,2,35,70,26761,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,42,D,STATE REPRESENTATIVE DISTRICT #51,,,,2,20,40,20158,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,43,D,STATE REPRESENTATIVE DISTRICT #52,,,,2,37,74,30239,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,10,D,STATE SENATE DISTRICT #1,,,,2,50,100,27445,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,13,D,STATE SENATE DISTRICT #10,,,,2,88,176,67712,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,14,D,STATE SENATE DISTRICT #13,,,,1,11,11,8851,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,15,D,STATE SENATE DISTRICT #23,,,,3,8,24,3342,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,11,D,STATE SENATE DISTRICT #6,,,,2,67,134,42299,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,12,D,STATE SENATE DISTRICT #8,,,,2,93,186,50889,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,9,D,STATE TREASURER,,,,3,792,2376,465789,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,88,D,STEVEN K. BECK,,,,2,792,1584,432978,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,87,D,SUSAN H. EISENMAN,,,,2,792,1584,434432,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,83,D,TODD SHAUGHNESSY,,,,2,792,1584,436534,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,3,D,U.S. REPRESENTATIVE DISTRICT #2,,,,3,172,516,116980,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,4,D,U.S. REPRESENTATIVE DISTRICT #3,,,,7,171,1197,104861,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,5,D,U.S. REPRESENTATIVE DISTRICT #4,,,,6,449,2694,305882,no
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,54,D,ASSESSOR,Assessor,,office,2,792,1584,503887,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,51,D,COUNTY COUNCIL DISTRICT #2,Council,2,office,2,120,240,79238,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,52,D,COUNTY COUNCIL DISTRICT #4,Council,4,office,1,152,152,78756,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,53,D,COUNTY COUNCIL DISTRICT #6,Council,6,office,4,157,628,95173,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,50,D,COUNTY COUNCIL AT LARGE 'A',Council,At-Large A,office,2,792,1584,509133,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,49,D,COUNTY MAYOR,Mayor,,office,3,792,2376,527651,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,55,D,RECORDER,Recorder,,office,2,792,1584,500311,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,56,D,SURVEYOR,Surveyor,,office,1,792,792,388784,yes
2020,2020-11-03,general,2020-11-03-general-election-sovc.xlsx,57,D,TREASURER,Treasurer,,office,2,792,1584,502996,yes
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet16,C,CANYONS SCHOOL BOARD 5 (NP),,,,3,35,249,5602,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet17,C,CANYONS SCHOOL BOARD 6 (NP),,,,3,23,147,6354,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet18,C,GRANITE SCHOOL BOARD 5 (NP),,,,4,23,216,3706,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet19,C,SALT LAKE SCHOOL BOARD 3 (NP),,,,3,22,147,5586,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet10,C,STATE HOUSE 41 (REP) REP,,,,2,42,196,6128,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet11,C,STATE HOUSE 45 (REP) REP,,,,2,34,158,6031,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet12,C,STATE HOUSE 46 (REP) REP,,,,2,30,132,6113,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet14,C,STATE SCHOOL BOARD 11 (REP) REP,,,,2,24,116,3061,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet13,C,STATE SCHOOL BOARD 4 (REP) REP,,,,2,21,102,1692,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet8,C,STATE SENATE 13 (DEM) DEM,,,,2,71,348,5889,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet9,C,STATE SENATE 14 (DEM) DEM,,,,2,83,442,7233,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet7,C,STATE SENATE 9 (DEM) DEM,,,,2,74,338,8705,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet3,C,US HOUSE 1 (REP) REP,,,,3,68,444,10494,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet4,C,US HOUSE 2 (REP) REP,,,,2,183,862,19884,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet5,C,US HOUSE 3 (REP) REP,,,,2,230,1038,36433,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet6,C,US HOUSE 4 (REP) REP,,,,2,354,1654,51751,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet2,C,US SENATE (REP) REP,,,,3,835,5757,121306,no
2022,2022-06-28,primary,statementofvotescast.xlsx,Sheet15,C,COUNTY COUNCIL DISTRICT 5 (REP) REP,Council,5,office,2,143,662,22711,yes
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet101,C,BLUFFDALE CITY COUNCIL REFERENDUM,,,,2,13,26,5881,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet55,C,CANYONS SCHOOL BOARD DISTRICT #2,,,,1,26,26,9810,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet56,C,CANYONS SCHOOL BOARD DISTRICT #4,,,,2,28,56,7945,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet57,C,CANYONS SCHOOL BOARD DISTRICT #5,,,,2,35,70,11091,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet58,C,CANYONS SCHOOL BOARD DISTRICT #6,,,,2,23,46,11955,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet59,C,GRANITE SCHOOL BOARD DISTRICT #3,,,,2,29,58,11174,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet60,C,GRANITE SCHOOL BOARD DISTRICT #5,,,,2,23,46,8603,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet61,C,GRANITE SCHOOL BOARD DISTRICT #6,,,,2,27,54,10391,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet62,C,GRANITE SCHOOL BOARD DISTRICT #7,,,,2,34,68,10194,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet63,C,JORDAN SCHOOL BOARD DISTRICT #2,,,,1,31,31,10285,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet64,C,JORDAN SCHOOL BOARD DISTRICT #3,,,,2,38,76,14161,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet65,C,JORDAN SCHOOL BOARD DISTRICT #7,,,,2,30,60,10215,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet74,C,JUDGE ADAM T. MOW,,,,2,835,1670,307897,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet75,C,JUDGE AMBER M. METTLER,,,,2,835,1670,308159,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet76,C,JUDGE BARRY G. LAWRENCE,,,,2,835,1670,307096,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet97,C,JUDGE BRENDAN P. MCCULLAGH,,,,2,64,128,21940,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet77,C,JUDGE CHELSEA KOCH,,,,2,835,1670,306842,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet91,C,JUDGE CLEMENS LANDAU,,,,2,132,264,49965,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet98,C,JUDGE CLINTEPIOUS THEODORE GILMORE,,,,2,64,128,21880,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet78,C,JUDGE DIANNA M. GIBSON,,,,2,835,1670,306738,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet79,C,JUDGE JAMES T. BLANCH,,,,2,835,1670,306063,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet92,C,JUDGE JEANNE ROBISON,,,,2,132,264,50169,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet93,C,JUDGE KATHERINE PETERS,,,,2,132,264,50160,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet80,C,JUDGE LINDA JONES,,,,2,835,1670,305289,no
2022,2022-11-08,general,statementofvotescastrpt-11-22-2022.xlsx,Sheet81,C,JUDGE MARK S. KOURIS,,,,2,835,1670,304220,no
